Days,Animals,Grasses,UnoccupiedFields,PopularGenome,AverageEnergy,AverageLifespanDeadAnimals
0,80,70,2500,[2, 6, 2, 1, 5, 5],80.0,0.0
1,81,78,2502,[2, 6, 2, 1, 5, 5],79.0,0.0
2,85,86,2504,[2, 6, 2, 1, 5, 5],75.0,0.0
3,87,94,2506,[2, 6, 2, 1, 5, 5],74.0,0.0
4,88,100,2510,[2, 6, 2, 1, 5, 5],74.0,0.0
5,88,110,2510,[2, 6, 2, 1, 5, 5],73.0,0.0
6,90,117,2513,[0, 4, 6, 3, 3, 2],72.0,0.0
7,91,124,2516,[0, 4, 6, 3, 3, 2],72.0,0.0
8,92,129,2521,[0, 4, 6, 3, 3, 2],73.0,0.0
9,93,133,2527,[0, 4, 6, 3, 3, 2],74.0,0.0
10,94,142,2528,[0, 4, 6, 3, 3, 2],73.0,0.0
11,95,147,2533,[0, 4, 6, 3, 3, 2],74.0,0.0
12,95,155,2535,[0, 4, 6, 3, 3, 2],74.0,0.0
13,95,161,2539,[0, 4, 6, 3, 3, 2],75.0,0.0
14,96,166,2544,[0, 4, 6, 3, 3, 2],76.0,0.0
15,97,172,2548,[0, 4, 6, 3, 3, 2],76.0,0.0
16,97,177,2553,[0, 4, 6, 3, 3, 2],78.0,0.0
17,99,185,2555,[0, 4, 6, 3, 3, 2],76.0,0.0
18,100,186,2564,[0, 4, 6, 3, 3, 2],79.0,0.0
19,101,190,2570,[0, 4, 6, 3, 3, 2],80.0,0.0
20,103,194,2576,[0, 4, 6, 3, 3, 2],80.0,0.0
21,105,201,2579,[0, 4, 6, 3, 3, 2],79.0,0.0
22,105,207,2583,[0, 4, 6, 3, 3, 2],80.0,0.0
23,105,212,2588,[0, 4, 6, 3, 3, 2],82.0,0.0
24,107,218,2592,[0, 4, 6, 3, 3, 2],81.0,0.0
25,108,220,2600,[0, 4, 6, 3, 3, 2],83.0,0.0
26,110,222,2608,[0, 4, 6, 3, 3, 2],84.0,0.0
27,111,227,2613,[0, 4, 6, 3, 3, 2],84.0,0.0
28,110,231,2619,[0, 4, 6, 3, 3, 2],87.0,24.0
29,112,235,2625,[0, 4, 6, 3, 3, 2],87.0,24.0
30,113,239,2631,[0, 4, 6, 3, 3, 2],88.0,24.0
31,111,242,2638,[0, 4, 6, 3, 3, 2],92.0,28.0
32,112,245,2645,[0, 4, 6, 3, 3, 2],93.0,28.0
33,115,246,2654,[0, 4, 6, 3, 3, 2],93.0,28.0
34,116,254,2656,[0, 4, 6, 3, 3, 2],93.0,28.0
35,119,258,2662,[0, 4, 6, 3, 3, 2],92.0,27.0
36,120,259,2671,[7, 2, 5, 7, 3, 4],94.0,26.0
37,120,257,2683,[7, 2, 5, 7, 3, 4],98.0,26.0
38,121,264,2686,[7, 2, 5, 7, 3, 4],97.0,26.0
39,124,266,2694,[7, 2, 5, 7, 3, 4],97.0,26.0
40,125,270,2700,[7, 2, 5, 7, 3, 4],98.0,26.0
41,129,272,2708,[7, 2, 5, 7, 3, 4],97.0,26.0
42,132,275,2715,[7, 2, 5, 7, 3, 4],96.0,26.0
43,134,279,2721,[7, 2, 5, 7, 3, 4],96.0,26.0
44,135,280,2730,[7, 2, 5, 7, 3, 4],98.0,25.0
45,138,281,2739,[7, 2, 5, 7, 3, 4],98.0,25.0
46,141,282,2748,[7, 2, 5, 7, 3, 4],98.0,25.0
47,143,283,2757,[7, 2, 5, 7, 3, 4],99.0,25.0
48,144,286,2764,[7, 2, 5, 7, 3, 4],99.0,25.0
49,150,289,2771,[7, 2, 5, 7, 3, 4],97.0,25.0
50,159,293,2777,[7, 2, 5, 7, 3, 4],92.0,25.0
51,161,292,2788,[7, 2, 5, 7, 3, 4],93.0,25.0
52,162,293,2797,[7, 2, 5, 7, 3, 4],94.0,28.0
53,164,292,2808,[7, 2, 5, 7, 3, 4],96.0,28.0
54,166,300,2810,[7, 2, 5, 7, 3, 4],94.0,28.0
55,170,297,2823,[7, 2, 5, 7, 3, 4],95.0,28.0
56,166,297,2833,[7, 2, 5, 7, 3, 4],99.0,40.0
57,168,297,2843,[7, 2, 5, 7, 3, 4],100.0,40.0
58,171,296,2854,[7, 2, 5, 7, 3, 4],100.0,40.0
59,174,298,2862,[0, 4, 6, 3, 3, 2],100.0,39.0
60,173,301,2869,[0, 4, 6, 3, 3, 2],101.0,37.0
61,178,306,2874,[0, 4, 6, 3, 3, 2],99.0,36.0
62,181,306,2884,[0, 4, 6, 3, 3, 2],99.0,36.0
63,184,309,2891,[0, 4, 6, 3, 3, 2],98.0,36.0
64,192,308,2902,[0, 4, 6, 3, 3, 2],96.0,36.0
65,199,308,2912,[0, 4, 6, 3, 3, 2],94.0,35.0
66,205,311,2919,[0, 4, 6, 3, 3, 2],92.0,35.0
67,211,313,2927,[0, 4, 6, 3, 3, 2],90.0,34.0
68,216,310,2940,[0, 4, 6, 3, 3, 2],90.0,34.0
69,216,313,2947,[0, 4, 6, 3, 3, 2],91.0,33.0
70,220,313,2957,[0, 3, 6, 2, 3, 2],91.0,33.0
71,227,315,2965,[0, 3, 6, 2, 3, 2],89.0,33.0
72,230,306,2984,[0, 3, 6, 2, 3, 2],90.0,33.0
73,233,305,2995,[0, 3, 6, 2, 3, 2],91.0,33.0
